Development Status,Country,Year_x,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year,Year_y,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Emerging and Developing Economies,Libya,1994,25.804,4.908,4.178,71.326,67.991,69.61782927,2.191602078,4558021,0,0,240000,5.265443051,154650,8.789229003,0.398199131,1.031519602,1759540,1099121,1.967884513,1759540,2.590461712,75.886,2.262796843,Libya_1994,1994,Libya,LBY,30319529984,4854871,65.58,1.18,1.551,0.015,9.178,29.605,3.404,0,43.752,0.26,0,0.22,0.32,1.44,0.19
Emerging and Developing Economies,Libya,1996,24.187,4.741,3.732,71.976,68.688,70.29190244,1.981238803,4747619,0,0,318000,6.69809435,155150,8.817645521,0.393881649,1.062777771,1759540,1139713,1.756476214,1759540,2.698216011,75.994,2.052344904,Libya_1996,1996,Libya,LBY,35211735040,5036173,69.88,1.23,1.444,0.015,9.757,29.818,3.481,0,44.514,0.23,0,0.22,0.31,1.47,0.18
Emerging and Developing Economies,Libya,1997,23.534,4.669,3.544,72.301,69.03,70.62560976,1.872464781,4837354,0,0,380000,7.855534245,156660,8.903463405,0.419237459,1.152573968,1759540,1158643,1.647301642,1759540,2.749215136,76.048,1.943487044,Libya_1997,1997,Libya,LBY,39983251456,5118008,65.39,1.2,1.025,0.015,10.189,30.72,3.557,0,45.506,0.16,0,0.23,0.31,1.46,0.19
Emerging and Developing Economies,Libya,1998,23.026,4.605,3.383,72.631,69.368,70.95970732,1.782379998,4924347,10000,0.20307261,400000,8.122904418,156660,8.903463405,0.411831254,1.152573968,1759540,1176426,1.523153603,1759540,2.798655899,76.11,1.863886716,Libya_1998,1998,Libya,LBY,41617596416,5196774,65.4,1.28,1.217,0,10.189,31.739,2.664,0,45.808,0.19,0,0.23,0.32,1.15,0.19
Emerging and Developing Economies,Libya,1999,22.673,4.547,3.248,72.966,69.702,71.29419512,1.709252998,5009240,20000,0.399262164,500000,9.981554088,154500,8.780704048,0.362330413,1.031519602,1759540,1193151,1.411667799,1759540,2.846903168,76.181,1.802478992,Libya_1999,1999,Libya,LBY,45257170944,5275921,60.7,1.38,1.215,0,7.925,33.35,2.565,0,45.055,0.18,0,0.17,0.33,1.15,0.18
Emerging and Developing Economies,Libya,2001,22.395,4.446,3.052,73.658,70.355,71.96621951,1.621322784,5176185,40000,0.772769907,605000,11.68814484,154500,8.780704048,0.350644345,1.031519602,1759540,1224375,1.254182267,1759540,2.94178308,76.346,1.735346651,Libya_2001,2001,Libya,LBY,54225657856,5443249,60.48,1.21,1.208,0,10.076,34.563,2.616,0,48.463,0.16,0,0.21,0.33,0.96,0.19
Emerging and Developing Economies,Libya,2002,22.426,4.4,2.984,74.015,70.669,72.30119512,1.581117575,5258677,50000,0.950809491,660000,12.55068528,154500,8.780704048,0.345143845,1.031519602,1759540,1238892,1.178692206,1759540,2.988665788,76.441,1.705471681,Libya_2002,2002,Libya,LBY,57785786368,5531097,58.22,1.3,1.324,0,10.431,33.833,2.598,7.11E-15,48.186,0.17,0,0.21,0.33,0.91,0.19
Emerging and Developing Economies,Libya,2003,22.515,4.357,2.929,74.377,70.974,72.634,1.541902256,5340389,70000,1.310765939,720000,13.48216394,154500,8.780704048,0.339862883,1.031519602,1759540,1252642,1.103748903,1759540,3.035105198,76.544,1.676554392,Libya_2003,2003,Libya,LBY,70475227136,5620545,63.54,1.33,1.398,0,10.563,34.936,2.576,0.001,49.474,0.16,0,0.21,0.33,0.89,0.18
Emerging and Developing Economies,Libya,2005,22.7,4.278,2.836,75.092,71.544,73.27473171,1.54423921,5507000,500000,9.07935355,799500,14.51788633,155850,8.857428646,0.317777374,0.994578128,1759540,1279056,1.033186464,1759540,3.129795287,76.774,1.699361092,Libya_2005,2005,Libya,LBY,94523187200,5798615,73.97,1.53,1.435,0,11.039,39.543,4.972,0,56.989,0.15,0,0.2,0.36,1.5,0.19
Emerging and Developing Economies,Libya,2008,22.599,4.193,2.69,76.046,72.287,74.12065854,1.667777382,5782108,4500000,77.82628758,969000,16.75859392,155850,8.857428646,0.302657785,0.994578128,1759540,1319766,1.051910853,1759540,3.286147516,77.175,1.85065298,Libya_2008,2008,Libya,LBY,1.53727E+11,6058740,76.77,1.69,2.119,0,12.576,31.318,7.578,0,53.591,0.19,0,0.21,0.28,2.09,0.17
Emerging and Developing Economies,Libya,2009,22.438,4.179,2.637,76.313,72.506,74.36307317,1.624492481,5876805,7379115,125.5633801,920416,15.66184347,155850,8.857428646,0.297780852,0.994578128,1759540,1332624,0.969548273,1759540,3.339966696,77.324,1.817377306,Libya_2009,2009,Libya,LBY,1.6556E+11,6133987,70.36,1.78,2.503,0,11.234,33.112,6.273,0,53.121,0.21,0,0.2,0.3,1.71,0.17
Emerging and Developing Economies,Libya,2010,22.209,4.173,2.582,76.552,72.713,74.58568293,1.478264216,5964325,9534091,159.8519698,1063265,17.82708018,155850,8.857428646,0.293411241,0.994578128,1759540,1343226,0.792425246,1759540,3.389706969,77.479,1.678504222,Libya_2010,2010,Libya,LBY,1.87529E+11,6197667,74.21,1.86,2.699,0,13.198,38.054,6.701,0.001,60.653,0.22,0,0.21,0.34,1.83,0.18
Advanced Economy,Finland,1994,12.8,10.1,1.81,79.48,72.11,75.70512195,0.483854089,5066447,489174,9.664672185,2763132,54.59154612,23837,7.825929939,0.449151052,7.471026626,304590,992568,-0.940286585,338150,16.63366164,80.409,0.833929125,Finland_1994,1994,Finland,FIN,1.26179E+11,5097090,8.3,6.02,0.364,27.593,6.295,26.385,0.066,1.008,61.711,0.06,0.32,0.15,0.29,0.03,0.27
Advanced Economy,Finland,1996,12.3,9.6,1.81,80.21,72.79,76.4095122,0.381655333,5107790,1039126,20.34240794,2810000,55.00985087,22440,7.367280607,0.419653118,7.037328868,304590,972370,-1.052577225,338150,16.76939492,80.963,0.721897583,Finland_1996,1996,Finland,FIN,1.36505E+11,5136984,7.98,6,0.381,29.757,6.789,26.054,0.065,1.011,64.057,0.06,0.33,0.15,0.27,0.03,0.27
Advanced Economy,Finland,1997,11.8,9.6,1.76,80.54,73.03,76.69341463,0.328037914,5124573,1502003,29.30153817,2842000,55.44261329,22180,7.281919958,0.414356474,6.971338521,304590,962241,-1.047145142,338150,16.82449522,81.223,0.648659887,Finland_1997,1997,Finland,FIN,1.45148E+11,5151740,7.86,6.04,0.45,28.497,6.646,26.038,0.103,0.985,62.719,0.07,0.32,0.15,0.27,0.04,0.26
Advanced Economy,Finland,2000,11.1,9.6,1.73,81.02,73.74,77.29121951,0.232116249,5165474,3273433,63.37991163,2850305,55.18734583,22014,7.227420467,0.421471485,7.147641091,304590,932575,-1.082928339,338150,16.95877737,81.946,0.524180976,Finland_2000,2000,Finland,FIN,1.69209E+11,5187953,7.09,5.96,0.505,21.985,7.717,25.847,0.058,0.926,57.038,0.07,0.24,0.16,0.25,0.02,0.23
Advanced Economy,Finland,2001,11,9.5,1.73,81,74.1,77.46585366,0.207606515,5176209,3728625,72.03009689,2848809,55.0336889,22180,7.281919958,0.422722498,7.183755212,304590,922245,-1.11386623,338150,16.99402147,82.183,0.496415301,Finland_2001,2001,Finland,FIN,1.73703E+11,5200475,6.93,5.86,0.504,26.125,8.388,26.467,0.053,0.999,62.536,0.07,0.29,0.18,0.26,0.02,0.25
Advanced Economy,Finland,2003,10.7,9.5,1.72,81.5,74.9,78.1195122,0.24238105,5200598,4516772,86.85667387,2725607,52.41290866,22360,7.341015792,0.423028275,7.222824124,304590,909949,-0.526224991,338150,17.07409304,82.503,0.406146959,Finland_2003,2003,Finland,FIN,1.80408E+11,5227106,6.44,6.07,0.467,35.015,9.227,26.93,0.056,0.963,72.658,0.06,0.34,0.18,0.25,0.02,0.27
Advanced Economy,Finland,2004,10.9,9.4,1.76,81.8,75.1,78.36829268,0.23845724,5213014,4747126,91.05950591,2567592,49.25162275,22460,7.37384681,0.423939011,7.255655143,304590,905083,-0.536190178,338150,17.11485604,82.638,0.40197389,Finland_2004,2004,Finland,FIN,1.87632E+11,5242175,6.21,6.23,0.529,31.638,8.874,26.928,0.055,0.937,68.961,0.06,0.29,0.17,0.24,0.02,0.24
Advanced Economy,Finland,2005,11,9.1,1.8,82.3,75.3,78.71463415,0.290350362,5228172,4988000,95.40312987,2368000,45.2916222,22530,7.396828524,0.424431331,7.28520306,304590,900709,-0.484442123,338150,17.16462129,82.772,0.452371561,Finland_2005,2005,Finland,FIN,1.92989E+11,5258933,5.92,6.44,0.542,21.034,8.119,26.359,0.07,0.923,57.047,0.06,0.18,0.15,0.24,0.02,0.19
Advanced Economy,Finland,2006,11,9.1,1.8,82.3,75.5,78.81707317,0.342248594,5246096,5270000,100.450445,2120000,40.40890765,22740,7.465773663,0.426031091,7.33773269,304590,896820,-0.432705794,338150,17.22346761,82.905,0.502793641,Finland_2006,2006,Finland,FIN,2.00964E+11,5277490,6.01,6.12,0.574,31.584,8.687,26.469,0.058,1.017,68.389,0.05,0.26,0.16,0.24,0.02,0.22
Advanced Economy,Finland,2008,11.1,9.3,1.83,82.9,75.8,79.26341463,0.425429832,5288720,6080000,114.8847345,1740000,32.87819705,22950,7.547107764,0.426379162,7.41556776,304090,890197,-0.349871454,338420,17.39195633,83.168,0.583073551,Finland_2008,2008,Finland,FIN,2.13225E+11,5319452,5.7,6.64,0.62,23.674,8.359,24.934,0.097,0.933,58.617,0.05,0.18,0.14,0.22,0.03,0.18
Advanced Economy,Finland,2010,11.3,9.3,1.86,83.1,76.5,79.7195122,0.478246393,5338871,7700000,144.0887946,1430000,26.75934757,22960,7.555116815,0.422748555,7.426785127,303900,884704,-0.303257112,338420,17.56785456,83.429,0.634201339,Finland_2010,2010,Finland,FIN,2.01743E+11,5365784,5.68,5.19,0.526,29.141,8.273,25.149,0.096,0.918,64.103,0.04,0.21,0.13,0.22,0.03,0.19
Advanced Economy,Finland,2011,11.4,9.5,1.87,83.2,76.7,79.87073171,0.457494535,5363352,8390000,156.3055115,1250000,23.28747192,22910,7.538664034,0.420073118,7.413622902,303900,881842,-0.324022415,338420,17.64841066,83.558,0.611998069,Finland_2011,2011,Finland,FIN,2.07082E+11,5390036,5.48,4.75,0.558,24.07,7.253,23.8,0.088,0.898,56.667,0.04,0.16,0.11,0.21,0.02,0.16
Advanced Economy,Finland,2012,11.1,9.4,1.83,83.8,77.3,80.47073171,0.463558707,5388272,8940000,165.8909009,1080000,20.04051152,22860,7.522458784,0.417387986,7.400704202,303890,878935,-0.330195435,338420,17.73099477,83.688,0.619009285,Finland_2012,2012,Finland,FIN,2.04128E+11,5414769,5.47,4.78,0.497,19.59,6.462,23.754,0.102,0.824,51.229,0.04,0.13,0.1,0.21,0.03,0.15
Advanced Economy,Finland,2013,11,9.6,1.8,83.7,77.7,80.62682927,0.475809487,5413971,9320000,172.3224293,889500,16.44643786,22851,7.519497186,0.415425203,7.401033269,303890,876035,-0.330490281,338420,17.81556155,83.819,0.632214707,Finland_2013,2013,Finland,FIN,2.0258E+11,5438984,5.34,4.88,0.482,21.36,6.07,22.853,0.079,0.884,51.728,0.03,0.14,0.09,0.2,0.02,0.15
Advanced Economy,Sweden,1992,14.3,11,2.11,80.53,74.94,77.66682927,0.681643118,8617375,568200,6.594298056,5957000,69.13451869,33580,8.183457621,0.323416354,6.791928645,410340,1447374,0.064344085,450300,21.0005727,83.204,0.806717928,Sweden_1992,1992,Sweden,SWE,2.35763E+11,8686735,8.64,5.95,1.089,11.107,2.023,42.491,0.311,0.474,57.495,0.2,0.13,0.05,0.46,0.13,0.25
Emerging and Developing Economies,Vietnam,1992,27.948,6.193,3.416,75.461,66.44,70.8404878,1.839626062,67242400,0,0,137135,0.194786248,67510,20.74103659,0.079830583,16.49205813,325490,53373655,1.374568194,331060,206.5882208,20.625,3.649848515,Vietnam_1992,1992,Vietnam,VNM,1.25496E+11,70883488,47.15,12.51,1.769,10.981,0,8.717,0,0,21.466,0.33,0.13,0,0.09,0,0.1
Emerging and Developing Economies,Vietnam,1993,26.901,6.076,3.255,75.82,66.743,71.17080488,1.780101171,68450100,800,0.001112669,152727,0.212418225,70250,21.58284433,0.080438159,16.91603429,325490,54075579,1.306540696,331090,210.2986267,21,3.581951721,Vietnam_1993,1993,Vietnam,VNM,1.35125E+11,72300304,48.4,13.06,1.847,8.896,0,12.11,0,0,22.853,0.33,0.1,0,0.13,0,0.1
Emerging and Developing Economies,Vietnam,1994,25.626,5.959,3.074,76.177,67.042,71.49809756,1.729871819,69644500,4060,0.00553412,260000,0.354401793,70870,21.77332637,0.079202234,16.9467572,325490,54742666,1.226072625,331110,213.9681711,21.397,3.602702824,Vietnam_1994,1994,Vietnam,VNM,1.46504E+11,73651216,48.67,15.2,2.056,10.911,0,13.201,0,0.001,26.169,0.35,0.13,0,0.14,0,0.11
Emerging and Developing Economies,Vietnam,1996,22.636,5.736,2.676,76.881,67.63,72.14268293,1.639863103,71995500,23500,0.0309129,775000,1.019467984,70790,21.74874804,0.075046357,16.59958831,325490,56021858,1.143748841,331110,221.1911272,22.187,3.399521898,Vietnam_1996,1996,Vietnam,VNM,1.74168E+11,76068744,54.36,16.21,2.85,14.748,0.627,15.982,0,0,34.206,0.45,0.16,0.01,0.17,0,0.14
Emerging and Developing Economies,Vietnam,1997,21.136,5.637,2.482,77.224,67.921,72.45904878,1.600009883,73156700,68910,0.089299977,1186367,1.537404528,76820,23.60133952,0.075919225,17.06350426,325490,56638649,1.094966069,331110,224.7586715,22.579,3.35137941,Vietnam_1997,1997,Vietnam,VNM,1.87681E+11,77133208,56.35,15.92,3.451,21.528,1.14,18.398,0,0,44.517,0.52,0.24,0.03,0.19,0,0.18
Emerging and Developing Economies,Vietnam,1998,19.788,5.552,2.309,77.558,68.208,72.76897561,1.560009828,74306900,160457,0.205189937,1332909,1.704503473,78440,24.09905066,0.076278246,17.41374543,325490,57235633,1.048506228,331110,228.2924207,22.974,3.294297491,Vietnam_1998,1998,Vietnam,VNM,1.97798E+11,78115712,60.44,18.15,4.168,21.682,1.898,19.044,0,0,46.791,0.64,0.25,0.04,0.19,0,0.19
Emerging and Developing Economies,Vietnam,1999,18.677,5.483,2.166,77.88,68.489,73.06997561,1.534986657,75456300,222700,0.281397441,1743567,2.203122099,80550,24.74730406,0.076375332,17.70561308,325490,57817635,1.011717397,331110,231.8237119,23.376,3.269660961,Vietnam_1999,1999,Vietnam,VNM,2.06475E+11,79035864,62.95,18.43,4.464,20.031,2.158,20.236,0,0.001,46.89,0.65,0.23,0.05,0.2,0,0.19
Emerging and Developing Economies,Vietnam,2000,17.846,5.432,2.057,78.188,68.761,73.35953659,1.500031414,76596700,328671,0.410697465,2105891,2.631458495,84130,25.84718425,0.078332356,18.43374604,325490,58353664,0.92283173,331110,235.3273526,23.817,3.369005072,Vietnam_2000,2000,Vietnam,VNM,2.19649E+11,79910416,64.73,19.34,5.628,20.716,3.063,23.193,0,0.001,52.601,0.78,0.23,0.06,0.23,0,0.21
Emerging and Developing Economies,Vietnam,2002,17.031,5.383,1.94,78.743,69.248,73.87970732,1.267329552,78621000,1251195,1.530911368,3049925,3.731764316,94830,30.48313993,0.08457028,21.37323604,311090,59015281,0.520092054,329250,252.7275065,24.937,3.550893823,Vietnam_2002,2002,Vietnam,VNM,2.4961E+11,81534408,67.23,18.86,8.274,27.49,4.1,28.636,0,0,68.499,1.05,0.29,0.08,0.28,0,0.26
Emerging and Developing Economies,Vietnam,2004,16.916,5.395,1.907,79.203,69.629,74.2992439,1.162086511,80468400,2742000,3.289639633,4402000,5.281179308,95370,30.75757087,0.081783657,21.22423969,310070,59472585,0.379048101,329310,259.5168833,26.092,3.413987879,Vietnam_2004,2004,Vietnam,VNM,2.86643E+11,83062824,73.09,21.33,10.301,34.792,8.76,33.891,0,0,87.743,1.14,0.32,0.17,0.31,0,0.31
Emerging and Developing Economies,Vietnam,2005,16.943,5.415,1.902,79.398,69.784,74.4737561,1.197374998,81437700,4960000,5.894190884,10124899,12.03187246,97956,31.5915761,0.079441094,20.86464347,310070,59707679,0.394518852,329314,262.6429516,26.683,3.437162852,Vietnam_2005,2005,Vietnam,VNM,3.07221E+11,83832664,75.78,20.52,11.983,39.458,9.394,33.859,0,0,94.694,1.25,0.34,0.17,0.3,0,0.32
Emerging and Developing Economies,Vietnam,2006,16.967,5.442,1.897,79.569,69.922,74.62785366,1.166823956,82393500,9593200,11.293046,9346209.5,11.01171308,100541,32.42525881,0.077166281,20.50504725,310070,59915729,0.34784197,331212,265.7254813,27.281,3.383210463,Vietnam_2006,2006,Vietnam,VNM,3.27378E+11,84617544,77.9,20.07,12.258,42.744,11.212,32.412,0,1.42E-14,98.626,1.17,0.35,0.2,0.29,0,0.32
Emerging and Developing Economies,Vietnam,2007,16.955,5.473,1.889,79.719,70.054,74.76863415,1.109804911,83313000,18892480,22.03265688,8567520,9.991553702,100780,32.50233818,0.076194591,20.47279647,310070,60078671,0.271582841,331212,268.6909408,27.888,3.310401797,Vietnam_2007,2007,Vietnam,VNM,3.49424E+11,85419584,79.69,22.04,14.063,36.463,12.479,37.357,0,0,100.362,1.25,0.28,0.22,0.33,0,0.32
Emerging and Developing Economies,Vietnam,2009,16.803,5.541,1.862,79.967,70.338,75.03507317,1.064356223,85122300,74872310,85.69645531,14767629,16.90255661,102408,33.02738091,0.073805572,20.26155384,310070,60327876,0.187747798,331051,274.5260748,29.128,3.229907752,Vietnam_2009,2009,Vietnam,VNM,3.86341E+11,87092248,81.83,24.34,19.239,45.489,15.374,43.341,0,0,123.443,1.64,0.35,0.27,0.39,0,0.39
Emerging and Developing Economies,Vietnam,2010,16.646,5.576,1.843,80.074,70.501,75.1707561,1.054890578,86025000,98223980,111.3650605,17427365,19.75891791,102920,33.19250492,0.073234525,20.31799271,310070,60425680,0.161989468,331051,277.4373529,29.758,3.194699945,Vietnam_2010,2010,Vietnam,VNM,4.09655E+11,87967656,82.93,22.42,23.77,47.463,18.049,49.303,0,0,138.585,1.91,0.34,0.29,0.44,0,0.42
Emerging and Developing Economies,Vietnam,2011,16.428,5.61,1.82,80.174,70.681,75.31173171,1.049400377,86932500,111570201,125.2930515,14374438,16.14245726,107680,34.72764215,0.074045955,20.75982843,310070,60511975,0.142709919,330957,280.3641113,30.392,3.157538157,Vietnam_2011,2011,Vietnam,VNM,4.33528E+11,88871384,83.47,21.03,28.223,59.551,16.279,47.178,0,0,151.231,2.1,0.4,0.26,0.42,0,0.44
Emerging and Developing Economies,Vietnam,2012,16.157,5.643,1.794,80.271,70.874,75.45790244,1.038502231,87840000,127318045,141.5998702,10174849,11.31620657,108420,34.96629793,0.073998179,20.96300835,310070,60584126,0.119163223,330957,283.2908698,31.029,3.112788731,Vietnam_2012,2012,Vietnam,VNM,4.56299E+11,89801928,83.79,22.21,28.118,52.267,17.957,44.21,0,0,142.552,2.04,0.35,0.28,0.38,0,0.41
Emerging and Developing Economies,Bulgaria,1994,10,12.9,1.46,75.26,67.62,71.34682927,-0.797665852,8472313,1000,0.011692572,2410427,28.18409207,61210,55.32857272,0.479562075,36.72602368,110630,2767905,-1.632859147,110990,76.58241887,67.33,-0.389884232,Bulgaria_1994,1994,Bulgaria,BGR,70739017728,8474822,11.72,4.57,1.441,31.38,8.114,14.658,0.155,0.656,56.404,0.24,0.37,0.2,0.16,0.07,0.25
Emerging and Developing Economies,Bulgaria,1997,8.7,14,1.23,74.58,67.39,70.89731707,-0.51572988,8362826,26588,0.321320979,2647459,31.99503976,61640,55.71725572,0.502581304,37.99150321,110630,2675519,-1.216556672,110990,75.59275061,68.007,-0.184328579,Bulgaria_1997,1997,Bulgaria,BGR,67221577728,8211803,11.57,4.15,1.573,34.016,8.228,11.349,0.145,0.545,55.856,0.24,0.38,0.19,0.12,0.06,0.23
Emerging and Developing Economies,Bulgaria,1998,7.7,14.6,1.09,73.87,67,70.35121951,-0.608797355,8312068,70000,0.853688207,2681074,32.69716082,62030,56.06978216,0.517079504,38.85022146,110630,2640661,-1.311411561,110990,75.13394197,68.231,-0.279961453,Bulgaria_1998,1998,Bulgaria,BGR,70098747392,8137669,11.07,3.58,1.118,32.12,7.15,12.227,0.129,0.431,53.175,0.17,0.37,0.16,0.12,0.06,0.22
Emerging and Developing Economies,Bulgaria,1999,7.9,14.3,1.11,74.8,67.5,71.06097561,-0.667302701,8256786,127000,1.561842059,2757990,33.91767543,56450,51.02594233,0.428253802,31.96239718,110630,2604686,-1.371713409,110990,74.63424026,68.454,-0.341007759,Bulgaria_1999,1999,Bulgaria,BGR,66353733632,8067005,10.66,3.32,1.106,26.603,6.154,12.047,0.127,0.343,46.38,0.16,0.31,0.13,0.12,0.06,0.19
Emerging and Developing Economies,Bulgaria,2002,8.5,14,1.21,75.2,68.5,71.76829268,-1.851637793,8020282,1550000,19.53377787,2887000,36.38323659,54980,49.69718883,0.432279065,31.33869656,110630,2472974,-2.713819713,110990,72.49644762,69.166,-1.464870879,Bulgaria_2002,2002,Bulgaria,BGR,75728076800,7866242,9.44,4.33,1.215,27.825,5.55,10.94,0.121,0.505,46.156,0.15,0.29,0.11,0.11,0.04,0.18
Emerging and Developing Economies,Bulgaria,2005,9,14.2,1.29,76.2,69.1,72.56341463,-0.543375463,7781161,4729731,61.07153717,2726800,35.20916254,53300,49.00698786,0.425771938,30.46156675,108760,2316218,-1.725621237,111000,71.54432696,70.233,-0.03805354,Bulgaria_2005,2005,Bulgaria,BGR,91870126080,7686964,8.91,3.96,1.618,29.491,6.568,12.277,0.124,0.578,50.656,0.17,0.25,0.12,0.11,0.04,0.17
Emerging and Developing Economies,Bulgaria,2006,9.2,14.6,1.32,76.3,69,72.56097561,-0.531678823,7739900,6244922,81.27954474,2490022,32.40838789,52650,48.46281296,0.409953617,29.20655376,108640,2276769,-1.717835043,111000,71.2435567,70.584,-0.033162294,Bulgaria_2006,2006,Bulgaria,BGR,98526781440,7631020,8.52,3.23,1.55,29.995,6.727,12.713,0.129,0.78,51.894,0.15,0.25,0.12,0.11,0.04,0.17
Emerging and Developing Economies,Bulgaria,2007,9.6,14.7,1.38,76.3,69.1,72.61219512,-0.529571959,7699020,8253416,108.2720221,2399424,31.47672289,51600,47.50069042,0.402518762,28.52803093,108630,2237951,-1.719661756,111000,70.87379177,70.932,-0.037751049,Bulgaria_2007,2007,Bulgaria,BGR,1.06111E+11,7576675,8.6,3.6,1.979,33.368,6.889,12.518,0.14,0.846,55.74,0.18,0.26,0.12,0.11,0.04,0.18
Emerging and Developing Economies,Bulgaria,2009,10.4,14.8,1.56,76.6,69.5,72.96341463,-0.701922745,7492561,10429012,138.9755558,2189773,29.18060885,51010,46.96620937,0.411341329,28.37676089,108610,2126239,-1.906840052,111000,68.98592211,71.622,-0.220466621,Bulgaria_2009,2009,Bulgaria,BGR,1.09082E+11,7473509,7.97,3.79,0.983,27.279,5.052,11.41,0.327,0.764,45.815,0.08,0.21,0.09,0.1,0.09,0.14
Emerging and Developing Economies,Bulgaria,2010,10.9,14.5,1.66,77.1,69.9,73.41219512,-0.644281363,7444443,10454822,140.4048536,2205394,29.61772298,50300,46.33382461,0.421656798,28.91488578,108560,2087198,-1.853219467,111000,68.57445652,71.963,-0.169290725,Bulgaria_2010,2010,Bulgaria,BGR,1.10805E+11,7425011,7.82,3.73,0.807,29.299,5.372,11.004,0.374,1.005,47.861,0.06,0.21,0.09,0.1,0.1,0.14
Emerging and Developing Economies,Bulgaria,2013,9.5,15,1.5,77.9,70.9,74.31463415,-0.579220596,7305888,10780732,148.1311121,2132905,29.30687728,51230,47.19049374,0.454017362,30.55453206,108560,1974708,-1.803751356,111000,67.2981577,72.971,-0.12181249,Bulgaria_2013,2013,Bulgaria,BGR,1.14286E+11,7290092,7.52,3.78,0.892,25.002,5.609,9.717,0.412,1.048,42.68,0.06,0.17,0.09,0.08,0.11,0.12
Emerging and Developing Economies,Romania,1992,12,10.9,1.59,73.17,66.56,69.78439024,-0.868693831,23001155,0,0,2445276,10.469643,147980,64.49054301,0.409675079,41.065981,229460,10596632,-2.404481555,238390,100.2403687,53.93,0.46220477,Romania_1992,1992,Romania,ROU,1.0824E+11,23375828,24.77,13.27,2.906,43.442,45.852,35.918,1.034,1.083,130.235,0.54,0.52,1.16,0.39,0.44,0.58
